library_id,rm_id,input_ng,enrich_kit,preparation_kit,fragment_method,fragment_selection,fragment_range,pcr_cycle,preparation_date,spike_in,qc_concentration,qc_size,preparation_method,experiment,batch,preparation_site,stranded
library_GSM1362049,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362050,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362051,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362052,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362053,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362054,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362055,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362056,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362057,Sample C,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362058,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362059,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362060,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362061,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362062,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362063,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362064,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362065,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362066,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362067,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362068,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362069,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362070,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362071,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362072,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362073,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362074,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362075,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362076,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362077,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362078,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362079,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362080,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362081,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362082,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362083,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362084,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1362085,Sample D,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,ERCC Mix 1 and Mix 2,,,PolyA,GSE47774,,NA,
library_GSM1701465,Sample B,5,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701466,Sample B,5,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701467,Sample B,5,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701468,Sample B,0.5,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701469,Sample B,0.5,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701470,Sample B,0.5,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701471,Sample B,0.05,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701472,Sample B,0.05,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701473,Sample B,0.05,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701474,Sample B,0.01,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701475,Sample B,0.01,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701476,Sample B,0.01,NA,NEBNext Ultra DNA Library Prep Kit for Illumina,NA,NA,NA,8,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701477,Sample B,5,NA,NEBNext Ultra RNA Library Prep Kit for Illumina,94 C for 15 minutes,YES,200 bp,13,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701478,Sample B,5,NA,NEBNext Ultra RNA Library Prep Kit for Illumina,94 C for 15 minutes,YES,200 bp,13,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM1701479,Sample B,5,NA,NEBNext Ultra RNA Library Prep Kit for Illumina,94 C for 15 minutes,YES,200 bp,13,,ERCC Mix 1,,,NA,GSE66230,,NA,
library_GSM749465,Sample A,,,Illumina mRNA-Seq 8-Sample Prep Kit (RS-100-0801),,,,,,NA,,,PolyA,GSE30222,,NA,
library_GSM749466,Sample B,,,Illumina mRNA-Seq 8-Sample Prep Kit (RS-100-0801),,,,,,NA,,,PolyA,GSE30222,,NA,
library_GSM749467,Sample A,,,Illumina mRNA-Seq 8-Sample Prep Kit (RS-100-0801),,,,,,NA,,,PolyA,GSE30222,,NA,
library_GSM749468,Sample B,,,Illumina mRNA-Seq 8-Sample Prep Kit (RS-100-0801),,,,,,NA,,,PolyA,GSE30222,,NA,
library_GSM1157117,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157118,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157119,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157120,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157121,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157122,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157123,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157124,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157125,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157126,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157127,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157128,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157129,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157130,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157131,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157132,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157133,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157134,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157135,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157136,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157137,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157138,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157139,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157140,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157141,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157142,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157143,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157144,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157145,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157146,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157147,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157148,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157149,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157150,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157151,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157152,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157153,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157154,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157155,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157156,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157157,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157158,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157159,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157160,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157161,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157162,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157163,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157164,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157165,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157166,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157167,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157168,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157169,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157170,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157171,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157172,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157173,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157174,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157175,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157176,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157177,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157178,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157179,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157180,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157481,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157482,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157483,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157484,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157485,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157486,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157487,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157488,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157489,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157490,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157491,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157492,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157493,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157494,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157495,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157496,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157497,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157498,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157499,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157500,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157501,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157502,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157503,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157504,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157505,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157506,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157507,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157508,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157509,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157510,ERCC Mix 1,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157511,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157512,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157513,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
library_GSM1157514,ERCC Mix 2,250,,Illumina TruSeq RNA Sample Preparation Kit,94 C for 8 minutes,YES,200-500 bp,15,,NA,,,PolyA,GSE47774,,,
